Reference ID,Hymn Number,Title (Myanmar),Title (English),Composer,Category,Scriptures,PDF,PPTX,Verse Count,Lyrics
185,173,"ခရစ်တော်ကို ချဉ်းကပ် သီချင်းကျူး","Just as I am, without one plea","William B. Bradbury","ခရစ်တော်လက်ခံခြင်း","ယော၊ ၁း၂၉","files/hymn-185.pdf","files/hymn-185.pptx",6,"[Verse 1]"
186,174,"တည်ကြည်ခြင်းကျူး","N/A","William B. Bradbury","ခရစ်တော်လက်ခံခြင်း","လု၊ ၂၃း၄၂","files/hymn-186.pdf","files/hymn-186.pptx",3,"[Verse 1]"
187,175,"နောင်တရကျူး","N/A","N/A","ခရစ်တော်လက်ခံခြင်း","လု၊ ၂၃း၄၂","files/hymn-187.pdf","files/hymn-187.pptx",4,"[Verse 1]"
188,176,"ကျွန်ုပ်ယုံပြီကျူး","I do believe, I now believe","N/A","ခရစ်တော်လက်ခံခြင်း","ဆာ၊ ၈၈း၉","files/hymn-188.pdf","files/hymn-188.pptx",5,"[Verse 1]"
189,177,"ကျွန်တော်ပင်ကျူး","Lord I hear of showers of blessing","William B. Bradbury","ခရစ်တော်လက်ခံခြင်း","က၊ ၂ရး၃၈","files/hymn-189.pdf","files/hymn-189.pptx",6,"[Verse 1]"
190,178,"ယေရှုထံသို့လာခြင်းကျူး","I am coming to the Cross","William G. Fischer","ခရစ်တော်လက်ခံခြင်း","ယော၊ ၆း၃၇","files/hymn-190.pdf","files/hymn-190.pptx",6,"[Verse 1]"
191,179,"ရွှင်လန်းခြင်းကျူး","O happy day, that fixed my choice","Edward F. Rimbault (1816-1876)","ခရစ်တော်လက်ခံခြင်း","ယော၊ ၆း၃၇","files/hymn-191.pdf","files/hymn-191.pptx",5,"[Verse 1]"
192,180,"ယေရှုကျွန်ုပ်လာသည်ကျူး","Jesus I come","George C. Stebbins","ခရစ်တော်လက်ခံခြင်း","ဆာ၊ ၇၁း၄","files/hymn-192.pdf","files/hymn-192.pptx",4,"[Verse 1]"
193,181,"ပျောက်သောသိုးရှာခြင်းကျူး","Was a wandering sheep","John Zundel (1815-1852)","ခရစ်တော်လက်ခံခြင်း","N/A","files/hymn-193.pdf","files/hymn-193.pptx",4,"[Verse 1]"
194,182,"ကျွန်ုပ်သက်ရှင်စဉ်မှားမိခြင်းများကျူး","The mistakes of my life","Robert Lowry (1826-1899)","ခရစ်တော်လက်ခံခြင်း","ဗျာ၊ ၃း၈","files/hymn-194.pdf","files/hymn-194.pptx",5,"[Verse 1]"
195,183,"ကရာနီကုန်းပေါ် သွန်းကျူး","I hear Thy Welcome voice","Lewis Hartsough (1828-1919)","ခရစ်တော်လက်ခံခြင်း","မ၊ ၁၁း၂၈","files/hymn-195.pdf","files/hymn-195.pptx",5,"[Verse 1]"
196,184,"ယေရှုရှင် ငါ့စိတ်တွင် ကိန်းစဉ်ကျူး","Since Jesus came into my heart","Charles H. Gabriel","ခရစ်တော်လက်ခံခြင်း","ရော၊ ၁၅း၁၃","files/hymn-196.pdf","files/hymn-196.pptx",6,"[Verse 1]"
197,185,"ကြေကွဲကျူး","In evil long I took delight","Robert Schumann","ခရစ်တော်လက်ခံခြင်း","N/A","files/hymn-197.pdf","files/hymn-197.pptx",6,"[Verse 1]"
198,186,"ပတ္တာတော်ကျူး","The Lord’s Prayer","N/A","ခရစ်တော်လက်ခံခြင်း","လု၊ ၁၁း၂-၄","files/hymn-198.pdf","files/hymn-198.pptx",3,"[Verse 1]"
199,187,"ပတ္တနာတော်","The Lord’s Prayer","Lowell Mason (1792-1872)","ခရစ်တော်လက်ခံခြင်း","မ၊ ၆း၉-၁၃","files/hymn-199.pdf","files/hymn-199.pptx",6,"[Verse 1]"
200,188,"သာသနာတော်တိုးပွားခြင်းကျူး","He who would listen to prayer","N/A","နိုးကြားထကြွခြင်း","N/A","files/hymn-200.pdf","files/hymn-200.pptx",2,"[Verse 1]"
201,189,"ယေရှုကို ချစ်သူအား ခေါ်ကျူး","Come we that love the Lord","George F. Handel","နိုးကြားထကြွခြင်း","N/A","files/hymn-201.pdf","files/hymn-201.pptx",5,"[Verse 1]"
202,190,"ပတ္တနာတော်ကျူး","N/A","N/A","နိုးကြားထကြွခြင်း","လု၊ ၁၁း၂-၄","files/hymn-202.pdf","files/hymn-202.pptx",3,"[Verse 1]"
203,191,"စုဝေးခြင်းကျူး","Jesus, where e’ver thy people meet","Luther O. Emerson (1820-1915)","နိုးကြားထကြွခြင်း","N/A","files/hymn-203.pdf","files/hymn-203.pptx",3,"[Verse 1]"
204,192,"ဆုတောင်းရန်နာရီကျူး","Sweet hour of prayer","William B. Bradbury","နိုးကြားထကြွခြင်း","ဆာ၊ ၅၅း၁၇","files/hymn-204.pdf","files/hymn-204.pptx",3,"[Verse 1]"
205,193,"အမှုတော်သက်ရှင်စေပြန်ပါကျူး","Revive Thy work, O Lord","William H. Doane","နိုးကြားထကြွခြင်း","N/A","files/hymn-205.pdf","files/hymn-205.pptx",5,"[Verse 1]"
206,194,"နေ့ရက်တိုင်း နာရီတိုင်းကျူး","Every day and hour","William H. Doane","နိုးကြားထကြွခြင်း","ဆာ၊ ၁ရး၈","files/hymn-206.pdf","files/hymn-206.pptx",4,"[Verse 1]"
207,195,"ဆုတောင်းခြင်းကျူး","N/A","Cesar Henri A Malan (1787-1864)","နိုးကြားထကြွခြင်း","N/A","files/hymn-207.pdf","files/hymn-207.pptx",4,"[Verse 1]"
208,196,"မိတ်ဆွေယေရှုကျူး","What a friend we have in Jesus","Charles C. Converse","နိုးကြားထကြွခြင်း","သု၊ ၁၈း၂၄","files/hymn-208.pdf","files/hymn-208.pptx",3,"[Verse 1]"
209,197,"ဝန်ချကျူး","Show pity, Lord","Key:","နိုးကြားထကြွခြင်း","ယောလ၊ ၂း၁၃","files/hymn-209.pdf","files/hymn-209.pptx",4,"[Verse 1]"
210,198,"ကိုယ်တော်နှင့် နီးစေပါကျူး","Nearer my God to Thee","Lowell Mason (1792-1872)","နိုးကြားထကြွခြင်း","N/A","files/hymn-210.pdf","files/hymn-210.pptx",5,"[Verse 1]"
211,199,"ကျွန်ုပ်ဆုတောင်းခြင်းကျူး","My Prayer","Philip P. Bliss (1838-1876)","နိုးကြားထကြွခြင်း","ဆာ၊ ၅း၂","files/hymn-211.pdf","files/hymn-211.pptx",3,"[Verse 1]"
212,200,"ကိုယ်တော်ကို လိုပါ၏ကျူး","I need Thee every hour","Robert Lowry (1826-1899)","နိုးကြားထကြွခြင်း","ဆာ၊ ၈၆း၁","files/hymn-212.pdf","files/hymn-212.pptx",6,"[Verse 1]"
213,201,"တောင်းလျှောက်ခြင်းကျူး","N/A","Henry Baker (1824-1877)","နိုးကြားထကြွခြင်း","N/A","files/hymn-213.pdf","files/hymn-213.pptx",5,"[Verse 1]"
214,202,"လွန်မသွားပါနှင့်ကျူး","Pass me not","William H. Doane","နိုးကြားထကြွခြင်း","N/A","files/hymn-214.pdf","files/hymn-214.pptx",5,"[Verse 1]"
215,203,"ပတ္ထနာကျူး","N/A","Lowell Mason (1792-1872)","နိုးကြားထကြွခြင်း","ဆာ၊ ၆၉း၁၃","files/hymn-215.pdf","files/hymn-215.pptx",4,"[Verse 1]"
216,204,"အလင်းကို ဆုတောင်းပတ္ထနာကျူး","N/A","N/A","နိုးကြားထကြွခြင်း","N/A","files/hymn-216.pdf","files/hymn-216.pptx",4,"[Verse 1]"
217,205,"သိမ်မွေ့နူးညံ့ယေရှုရှင်ကျူး","Gentle Jesus, meek and mild","N/A","နိုးကြားထကြွခြင်း","N/A","files/hymn-217.pdf","files/hymn-217.pptx",4,"[Verse 1]"
218,206,"အသနားတော်ခံသီချင်း","N/A","Richard Redhead (1820-1901)","နိုးကြားထကြွခြင်း","လု၊ ၂၃း၄၂",,"files/hymn-218.pptx",3,"[Verse 1]"
219,207,"အရှင်ဘုရားကိုယ်တော်အပါးကျူး","O Master, let me walk with Thee","H. Percy Smith (1825-1898)","နိုးကြားထကြွခြင်း","N/A","files/hymn-219.pdf","files/hymn-219.pptx",4,"[Verse 1]"
220,208,"နှစ်သစ်ကူးစည်းဝေးများတွင် ဆိုရန်","N/A","John B. Dykes (1823-1876)","နိုးကြားထကြွခြင်း","၁ ပေ၊ ၃း၈-၁၀","files/hymn-220.pdf","files/hymn-220.pptx",6,"[Verse 1]"
221,209,"ကိုယ်တော်ကဲ့သို့ ပြန်ပြောဖို့ရာကျူး","Lord, Speak to me","Robert Schumann","နိုးကြားထကြွခြင်း","၂ တိ၊ ၂း၂၀","files/hymn-221.pdf","files/hymn-221.pptx",3,"[Verse 1]"
222,210,"မိုးပွင့်ထက်ဖြူခြင်းကျူး","Whiter than Snow","William G. Fisher","နိုးကြားထကြွခြင်း","ဆာ၊ ၅၁း၇","files/hymn-222.pdf","files/hymn-222.pptx",4,"[Verse 1]"
223,149,"ခေါ်ဖိတ်ခြင်းကျူး","N/A","N/A","ခေါ်ဖိတ်တော်မူခြင်း","N/A","files/hymn-223.pdf","files/hymn-223.pptx",5,"[Verse 1]"
224,211,"မာရိနံ့သာဆိုလိုကျူး","Master No Offering","Edwin P. Parker (1836-1935)","ဆက်ကပ်အပ်နှံခြင်း","N/A","files/hymn-224.pdf","files/hymn-224.pptx",4,"[Verse 1]"
225,212,"ယေရှုရှင်ဖို့ အသက်ရှင်ကျူး","Living for Jesus","C. Harold Lowden (1883- )","ဆက်ကပ်အပ်နှံခြင်း","N/A","files/hymn-225.pdf","files/hymn-225.pptx",5,"[Verse 1]"
226,213,"ယေရှုရှင်နှင့် ဘယ်ရပ်သို့မဆိုကျူး","Anywhere with Jesus","N/A","ဆက်ကပ်အပ်နှံခြင်း","N/A","files/hymn-226.pdf","files/hymn-226.pptx",4,"[Verse 1]"
227,214,"ယေရှုနောက်သို့ လိုက်ခြင်းကျူး","I will follow Thee!","N/A","ဆက်ကပ်အပ်နှံခြင်း","မ၊ ၁၆း၂၄-၂၅","files/hymn-227.pdf","files/hymn-227.pptx",4,"[Verse 1]"
228,215,"ရှိသမျှစွန့်ခြင်းကျူး","All to Jesus I surrender","Winfield S. Weeden","ဆက်ကပ်အပ်နှံခြင်း","မာ၊ ၁ဝး၂၈","files/hymn-228.pdf","files/hymn-228.pptx",5,"[Verse 1]"
229,216,"ရှိသည်အတိုင်း ယူပါကျူး","Take me as I am","Ira D. Sankey (1840-1908)","ဆက်ကပ်အပ်နှံခြင်း","N/A","files/hymn-229.pdf","files/hymn-229.pptx",5,"[Verse 1]"
230,217,"သွားစေလိုရာ သွားပါမည်ကျူး","I’ll go where Thou wouldst","Charrie E. Rounsefell","ဆက်ကပ်အပ်နှံခြင်း","တ၊ ၁၆း၁၀","files/hymn-230.pdf","files/hymn-230.pptx",4,"[Verse 1]"
231,218,"မေတ္တာတော်တွင် ခိုလှုံလျက်ကျူး","In Heavenly love abiding","Samuel S. Wesley","ဆက်ကပ်အပ်နှံခြင်း","N/A","files/hymn-231.pdf","files/hymn-231.pptx",3,"[Verse 1]"
232,219,"မိနစ်တိုင်း၊ မိနစ်တိုင်းကျူး","Moment by moment","Mary Whittle","ဆက်ကပ်အပ်နှံခြင်း","ယော၊ ၁၄း၁၉","files/hymn-232.pdf","files/hymn-232.pptx",5,"[Verse 1]"
233,220,"သခင်ယေရှုကြောင့် မရှက်ကြောက်ကျူး","N/A","John Chetman (1700-1760)","ဆက်ကပ်အပ်နှံခြင်း","ရော၊ ၁း၁၆","files/hymn-233.pdf","files/hymn-233.pptx",3,"[Verse 1]"
234,221,"ပြောင်းလဲခြင်းကျူး","Transformed","B.D. Ackley","ဆက်ကပ်အပ်နှံခြင်း","ရော၊ ၁၂း၂","files/hymn-234.pdf","files/hymn-234.pptx",5,"[Verse 1]
ချစ်ဖွယ်သခင်၊ ကျွန်ုပ်သက်တွင် ရှုပ်ထွေးခြင်းကို ယူပါ၊
ရွှေလက်တော်၏ ဉာဏ်အစွမ်းဖြင့် တင့်တယ်အောင် ပြုမူပါ။

[Chorus]
ကျေးဇူးတော်ကြောင့် ပြောင်းရာ ကိုယ်တော်ရှင့်ဘုန်းတော်သာ၊
ကိုယ်တော်သန့်ရှင်းဆုံး လိုတော်သို့ ငါတို့အားလုံး အပ်စို့။

[Verse 2]
ဝမ်းနည်းစိတ်ပျက် ညိုးငယ်သူတွက် ရွှေလက်တော် ဆန့်မူလျက်၊
ငြိမ်သက်ခြင်းနှင့် ညီညွတ်စေဖို့ ကိုယ်တော်ပြင်ပေးစေလို။

[Verse 3]
ထားခဲ့ကတိကျိုးပျက်လျက်ရှိ၊ ချည်းနှီးနှစ်များ လွန်ပြီ၊
ပြန်ကောင်းစေရန်၊ ငိုကြွေးတောင်းပန် သီချင်းသံဖြင့် ချီးမွမ်း။

[Verse 4]
လောကဆုံးရှုံးမှားယွင်းခြင်းများ ကိုယ်တော် ကုန်စင်ယူပါ၊
ကယ်တင်ရှင်၏ နာမတော်ကို ချီးမွမ်းလျက် သီချင်းဆို။"
235,222,"အိုယေရှု ကျွန်ုပ်ကတိရှိပြီကျူး","O Jesus, I have promised","N/A","ဆက်ကပ်အပ်နှံခြင်း","လု၊ ၂၄း၁၅","files/hymn-235.pdf","files/hymn-235.pptx",3,"[Verse 1]"
236,223,"စုံလင်မေတ္တာရှင်ကျူး","O Perfect Love","Joseph Barnby (1838-1896)","ဆက်ကပ်အပ်နှံခြင်း","မ၊ ၁၉း၆","files/hymn-236.pdf","files/hymn-236.pptx",3,"[Verse 1]"
237,224,"အလိုတော်ရှိရာပြုတော်မူပါကျူး","Have Thine own way, Lord","George C. Stebbins","ဆက်ကပ်အပ်နှံခြင်း","ဟေရှာ၊ ၂၉း၁၆","files/hymn-237.pdf","files/hymn-237.pptx",4,"[Verse 1]"
238,225,"ကိုယ်တော်အား ဆက်ကပ်ပူဇော်ခြင်းကျူး","Consecration","Henri A. Cesar Malan (1787-1864)","ဆက်ကပ်အပ်နှံခြင်း","ဆာ၊ ၅၁း၁၄-၁၇","files/hymn-238.pdf","files/hymn-238.pptx",6,"[Verse 1]"
239,226,"ကျွန်ုပ်အတွက် အသက်စွန့်ရှင်အားကျူး","My life, my love, I give to Thee","C.R. Donbar","ဆက်ကပ်အပ်နှံခြင်း","မ၊ ၁၉း၂၉","files/hymn-239.pdf","files/hymn-239.pptx",4,"[Verse 1]"
240,227,"နေ့ရက်များ လွန်သွားစဉ်ကျူး","While the days are going by","Ira D. Sankey (1840-1908)","တိုက်တွန်းနှိုးဆောင်ခြင်း","N/A","files/hymn-240.pdf","files/hymn-240.pptx",4,"[Verse 1]"
241,228,"သစ္စာနှင့် စောင့်နေကျူး","Will Jesus find us watching","William H. Doane","တိုက်တွန်းနှိုးဆောင်ခြင်း","N/A","files/hymn-241.pdf","files/hymn-241.pptx",5,"[Verse 1]"
242,229,"လက်ချည်းဖြစ်လျက် သေသွားရလောကျူး","Must I go an empty-handed","George C. Stebbins","တိုက်တွန်းနှိုးဆောင်ခြင်း","ဒံ၊ ၁၂း၃","files/hymn-242.pdf","files/hymn-242.pptx",5,"[Verse 1]"
243,230,"ခမည်းတော်၏ မီးပြတိုက်မှာကျူး","Brightly beams our Father","Philip P. Bliss (1838-1876)","တိုက်တွန်းနှိုးဆောင်ခြင်း","မ၊ ၅း၁၄","files/hymn-243.pdf","files/hymn-243.pptx",4,"[Verse 1]"
244,231,"မှုတော်ဆောင်ရွက်ကျူး","To the work","William H. Doane","တိုက်တွန်းနှိုးဆောင်ခြင်း","မ၊ ၂၁း၂၈","files/hymn-244.pdf","files/hymn-244.pptx",5,"[Verse 1]"
245,232,"သင်ဖို့ငါအသက်ပေးကျူး","I gave my life for Thee","Philip P. Bliss (1838-1876)","တိုက်တွန်းနှိုးဆောင်ခြင်း","ယော၊ ၁ဝး၁၅","files/hymn-245.pdf","files/hymn-245.pptx",4,"[Verse 1]"
246,233,"ကိုယ်တော်အား အကောင်းဆုံးကို ပေးပါကျူး","Give of your best to the master","Charlotte A. Barnard (1830-1869)","တိုက်တွန်းနှိုးဆောင်ခြင်း","၁ တိ၊ ၄း၁၂","files/hymn-246.pdf","files/hymn-246.pptx",4,"[Verse 1]"
247,234,"အမှုတော်ဆောင်လော့ကျူး","Go Labour on","Henry Baker (1824-1877)","တိုက်တွန်းနှိုးဆောင်ခြင်း","N/A","files/hymn-247.pdf","files/hymn-247.pptx",4,"[Verse 1]"
248,235,"ကိုးစား၍ နားထောင်သီချင်း","Trust and Obey","Daniel B. Towner (1850-1919)","တိုက်တွန်းနှိုးဆောင်ခြင်း","သုတ္တံ၊ ၁၆း၂၀","files/hymn-248.pdf","files/hymn-248.pptx",5,"[Verse 1]"
249,236,"လက်ဝါးကပ်တိုင်ကျူး","Must Jesus bear the Cross alone","George N. Allen","တိုက်တွန်းနှိုးဆောင်ခြင်း","ယော၊ ၁၉း၁၇","files/hymn-249.pdf","files/hymn-249.pptx",3,"[Verse 1]"
250,237,"ကိုယ်ဝိညာဉ်ကို နှိုးဆော်ကျူး","Awake my soul stretch every nerve","N/A","တိုက်တွန်းနှိုးဆောင်ခြင်း","N/A","files/hymn-250.pdf","files/hymn-250.pptx",5,"[Verse 1]"
251,238,"ဘေးကင်းရန်ကျူး","He who would valliant be","N/A","တိုက်တွန်းနှိုးဆောင်ခြင်း","ဆာ၊ ၆ဝး၁၂","files/hymn-251.pdf","files/hymn-251.pptx",3,"[Verse 1]"
252,239,"ကိုယ်တော်ဘက်မှာ ဘယ်သူရှိသနည်းကျူး","Who is on the Lord’s side?","John Goss (1800-1880)","တိုက်တွန်းနှိုးဆောင်ခြင်း","N/A","files/hymn-252.pdf","files/hymn-252.pptx",4,"[Verse 1]"
253,240,"ထလော့ ဘုရားသခင်၏ လူများကျူး","Rise up O Men of God","William H. Walter","တိုက်တွန်းနှိုးဆောင်ခြင်း","N/A","files/hymn-253.pdf","files/hymn-253.pptx",4,"[Verse 1]"
254,241,"ဝိညာဉ်တော် ဘုရားဆင်းသက်တော်မူပါကျူး","Spirit of God descend","Frederick C. Atkinson (1841-1897)","ဝိညာဉ်တော်","ဟေ၊ ၅း၅","files/hymn-254.pdf","files/hymn-254.pptx",5,"[Verse 1]"
255,242,"ဝိညာဉ်တော်ကျူး","N/A","Lowell Mason (1792-1872)","ဝိညာဉ်တော်","တ၊ ၁ဝး၄၄","files/hymn-255.pdf","files/hymn-255.pptx",4,"[Verse 1]"
256,243,"ဝိညာဉ်တော် မှုတ်သွင်းပါကျူး","Breathe on me, Breath of God","Robert Jackson (1840-1914)","ဝိညာဉ်တော်","ယော၊ ၂ဝး၂၂","files/hymn-256.pdf","files/hymn-256.pptx",4,"[Verse 1]"
257,244,"သန့်ရှင်းသော ဝိညာဉ်တော်ကျူး","Holy Spirit, Faithful Guide","Marcu M. Wells (1815-1895)","ဝိညာဉ်တော်","ဆာ၊ ၂၅း၅","files/hymn-257.pdf","files/hymn-257.pptx",3,"[Verse 1]"
258,245,"ဝိညာဉ်တော်ကို ဆုတောင်းခြင်းကျူး","Spirit divine, attend our prayer","N/A","ဝိညာဉ်တော်","၁ ကော၊ ၃း၁၆","files/hymn-258.pdf","files/hymn-258.pptx",4,"[Verse 1]"
259,246,"သန့်ရှင်းဝိညာဉ် သစ္စာရှင်ကျူး","Holy Spirit truth divine","L. M. Cottschalk (1829-1869)","တန်ခိုးတော်","N/A","files/hymn-259.pdf","files/hymn-259.pptx",4,"[Verse 1]"
260,247,"ဝိညာဉ်တော် ဆုတောင်းပါကျူး","N/A","Carl G. Glaser","တန်ခိုးတော်","ဧ၊ ၄း၁၇-၂၄","files/hymn-260.pdf","files/hymn-260.pptx",5,"[Verse 1]"
261,248,"တရားနာဉီးကျူး","N/A","N/A","ဝိညာဉ်တော်","N/A","files/hymn-261.pdf","files/hymn-261.pptx",5,"[Verse 1]"
262,249,"ယုံကြည်အားကိုးခြင်းကျူး","Confidence","N/A","ခရစ်ယာန်သက်တာ","ဆာ၊ ၂၅း၄","files/hymn-262.pdf","files/hymn-262.pptx",4,"[Verse 1]"
263,250,"သံသနာလှေပဲ့တော်မူပါကျူး","Jesus Saviour pilot me","John E. Gould (1822-1875)","ခရစ်ယာန်သက်တာ","မ၊ ၁၄း၂၇-၃၃","files/hymn-263.pdf","files/hymn-263.pptx",3,"[Verse 1]"
264,251,"ကယ်တင်ရှင် သိုးထိန်းလို လမ်းပြကျူး","Saviour like a shepherd lead us","William B. Bradbury","ခရစ်ယာန်သက်တာ","ဆာ၊ ၂၃း၁","files/hymn-264.pdf","files/hymn-264.pptx",4,"[Verse 1]"
265,252,"လူမျိုးအဘ အရှင်ဘုရားကျူး","Dear Lord and Father","Frederick C. Maker (1844-1927)","ခရစ်ယာန်သက်တာ","၁ သက်၊ ၃း၁၁","files/hymn-265.pdf","files/hymn-265.pptx",4,"[Verse 1]"
266,253,"ကယ်တင်ရှင်နှင့် နေမည်အစဉ်ကျူး","I would have the saviour with me","Jho. R. Sweney","ခရစ်ယာန်သက်တာ","မ၊ ၂၈း၂၀","files/hymn-266.pdf","files/hymn-266.pptx",4,"[Verse 1]"
267,254,"လမ်းတလျှောက်လုံးကျူး","All the way","Robert Lowry (1816-1899)","ခရစ်ယာန်သက်တာ","N/A","files/hymn-267.pdf","files/hymn-267.pptx",3,"[Verse 1]"
268,255,"ယုံကြည်ခြင်းသည် အောင်မြင်ခြင်းတည်း","Faith is the victory","Ira D. Sankey (1840-1908)","ခရစ်ယာန်သက်တာ","N/A","files/hymn-268.pdf","files/hymn-268.pptx",4,"[Verse 1]"
269,256,"လမ်းပြတော်မူကျူး","Guide me, O Thou great Jehovah","N/A","ခရစ်ယာန်သက်တာ","ဆာ ၂၃း၂-၄","files/hymn-269.pdf","files/hymn-269.pptx",3,"[Verse 1]"
270,257,"ယုံကြည်ခြင်း တိုက်မြစ်ကျူး","How firm a foundation","John F. Wade","ခရစ်ယာန်သက်တာ","ဟေ၊ ၁၃း၅","files/hymn-270.pdf","files/hymn-270.pptx",6,"[Verse 1]"
271,258,"ပို့ဆောင်တော်မူကျူး","He leadeth me, o blessed thought","William B. Bradbury","ခရစ်ယာန်သက်တာ","ဟေရှာ ၄၁း၁၃","files/hymn-271.pdf","files/hymn-271.pptx",5,"[Verse 1]"
272,259,"ဖြည်းညှင်းစွာ လမ်းပြကျူး","Tenderly Guide us","George F. Root (1820-1895)","ခရစ်ယာန်သက်တာ","N/A","files/hymn-272.pdf","files/hymn-272.pptx",4,"[Verse 1]"
273,260,"အပ္ပမေယျမေတ္တာတော်ကျူး","Love divine all love excelling","John Zundel (1815-1852)","ခရစ်ယာန်သက်တာ","၁ ယော၊ ၄း၈","files/hymn-273.pdf","files/hymn-273.pptx",3,"[Verse 1]"
274,261,"ကျေးဇူးတော်ကျူး","N/A","N/A","ကျေးဇူးမေတ္တာထားခြင်း","ဆာလံ ၆၇","files/hymn-274.pdf","files/hymn-274.pptx",8,"[Verse 1]"
275,262,"ယေရှုအကြောင်း အောက်မေ့ခြင်းကျူး","Jesus the very thought of Thee","John B. Dykes (1823-1876)","ကျေးဇူးမေတ္တာထားခြင်း","၁ ပေ၊ ၂း၇","files/hymn-275.pdf","files/hymn-275.pptx",5,"[Verse 1]"
276,263,"မေတ္တာတော် အောက်မေ့ကျူး","O thou, my soul, forget no more","V.C. Taylor (1817- )","ကျေးဇူးမေတ္တာထားခြင်း","N/A","files/hymn-276.pdf","files/hymn-276.pptx",4,"[Verse 1]"
277,264,"အိမ်ထောင်မှာ မေတ္တာကျူး","There is beauty all around","N/A","ကျေးဇူးမေတ္တာထားခြင်း","N/A","files/hymn-277.pdf","files/hymn-277.pptx",5,"[Verse 1]"
278,265,"မေးတော်ကျူး","Hark my soul, it is the Lord","N/A","ကျေးဇူးမေတ္တာထားခြင်း","ယော၊ ၂၁း၁၅","files/hymn-278.pdf","files/hymn-278.pptx",6,"[Verse 1]"
279,266,"ယေရှုအံ့ဖွယ် မေတ္တာတော်ကျူး","Sweeter as the years go by","N/A","ကျေးဇူးမေတ္တာထားခြင်း","ဆာ၊ ၆၅း၁၁","files/hymn-279.pdf","files/hymn-279.pptx",4,"[Verse 1]"
280,267,"ပတ္ထနာကျူး","Lowell Mason (1792-1872)","N/A","ကျေးဇူးမေတ္တာထားခြင်း","ဖိ၊ ၃း၉-၂၁","files/hymn-280.pdf","files/hymn-280.pptx",3,"[Verse 1]"
281,268,"ကိုယ်တော်ကိုသာ၍ ချစ်ကြောင်းသိသည် ကျူး","I know I love Thee better, Lord","R.E. Hudson (1843-1901)","ကျေးဇူးမေတ္တာထားခြင်း","၃ ရာ၊ ၁ဝး၇","files/hymn-281.pdf","files/hymn-281.pptx",5,"[Verse 1]"
282,269,"ကိုယ်တော်ကိုသာ၍ ချစ်ခြင်းကျူး","More love to Thee, O Christ","William H. Doane","ကျေးဇူးမေတ္တာထားခြင်း","N/A","files/hymn-282.pdf","files/hymn-282.pptx",4,"[Verse 1]"
283,270,"အသေခံသော ချစ်ခြင်းကျူး","Saviour Thy dying love","Robert Lowry (1826-1899)","ကျေးဇူးမေတ္တာထားခြင်း","ဆာလံ ၁၄၅း၁၂","files/hymn-283.pdf","files/hymn-283.pptx",4,"[Verse 1]"
284,271,"ယေရှုရှင် ကိုယ်တော်ကို ချစ်ပါ၏ ကျူး","My Jesus I love Thee","Adoniram J. Gordon (1836-1895)","ကျေးဇူးမေတ္တာထားခြင်း","၁ ပေ၊ ၁း၈","files/hymn-284.pdf","files/hymn-284.pptx",4,"[Verse 1]"
285,272,"ကိုယ်တော်ကို တောင့်တပါ၏ ကျူး","My Spirit longs for Thee","N/A","မျှော်လင့်တောင့်တခြင်း","ဆာ၊ ၆၃း၁","files/hymn-285.pdf","files/hymn-285.pptx",4,"[Verse 1]"
286,273,"သမင်ဒရယ် မောပန်းသောခါကျူး","As pants the hart","Louis Spohr (1784-1859)","မျှော်လင့်တောင့်တခြင်း","ဆာ၊ ၄၂း၁","files/hymn-286.pdf","files/hymn-286.pptx",4,"[Verse 1]"
287,274,"ကျောက်မြဲကျူး","My hope is built on nothing less","William B. Bradbury","မျှော်လင့်တောင့်တခြင်း","ဆာ၊ ၉၄း၂၂","files/hymn-287.pdf","files/hymn-287.pptx",4,"[Verse 1]"
288,275,"ယေရှုကိုယ်တော်ကို ယုံကြည်မည်ကျူး","Jesus, I will trust Thee","Ira D. Sankey (1840-1908)","မျှော်လင့်တောင့်တခြင်း","ဆာ၊ ၄၅း၂၃","files/hymn-288.pdf","files/hymn-288.pptx",4,"[Verse 1]"
289,276,"သူတော်ကောင်းများခိုင်ခံ့ခြင်းကျူး","Faith of our Fathers","Henri F. Hemy (1818-1888)","မျှော်လင့်တောင့်တခြင်း","ဗျာ၊ ၂း၁၃","files/hymn-289.pdf","files/hymn-289.pptx",4,"[Verse 1]"
290,277,"မကြာမီကျူး","T’will not be long","W. H. Doane","မျှော်လင့်တောင့်တခြင်း","ဟေ၊ ၁၃း၁၄","files/hymn-290.pdf","files/hymn-290.pptx",4,"[Verse 1]"
291,278,"ယေရှုကို ယုံကြည်ခြင်းကျူး","Trusting Jesus","Ira D. Sankey (1840-1908)","ခိုလှုံကိုးစားခြင်း","ယော၊ ၁၃း၁၅","files/hymn-291.pdf","files/hymn-291.pptx",5,"[Verse 1]"
292,279,"အံ့ဖွယ်ဝတ္ထုကျွန်ုပ်ကျူးအေးမည်ကျူး","I will sing the wondrous story","Peter P. Bilhom (1865-1936)","ခိုလှုံကိုးစားခြင်း","ဆာ၊ ၈၉း၁","files/hymn-292.pdf","files/hymn-292.pptx",6,"[Verse 1]"
293,280,"ခိုလှုံခြင်းကျူး","N/A","N/A","ခိုလှုံကိုးစားခြင်း","N/A","files/hymn-293.pdf","files/hymn-293.pptx",4,"[Verse 1]"
